Filename,Comment,Rating
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Todo 5-5.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Excelente producto.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Muy buen teléfono, super rápido el envío, me gustó mucho.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Excelente producto muy recomendado.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Muy buen producto muchas gracias. Me gustó la puntualidad y calidad.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Excelente equipo , igual cono todis los apple la pila no es de mucha duracion , maxino dura entre 18 a 24 horas la carga.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Excelente equipo, 100% original y sellado; funciona a la perfección.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Hasta el momento bien, sin inconvenientes.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Muy buen producto, excelente, cumple con todo.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"El iphone viene con la caja sellada, tal como se describe.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Nada del otro mundo,buen equipo.",4
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Buen producto, a un precio comodo.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Excelente producto, como lo es en general cualquier iphone.",4
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Tal como lo esperaba, sellado y el celular en perfectas condiciones, me encantó.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Excelente producto. Muy rapido.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Excelente producto. El iphone 11 salió original y a un excelente precio!.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Excelente, justo lo que esperaba.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Excelente equipo. Muy bueno y a un precio bajo.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Buen producto sin duda alguna lo que esperaba.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Súper bueno, muy rápido, y muy caro,,.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Muy buena compra, llega totalmente empacado y sellado, y en el tiempo estabecido.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Todo perfecto.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"So far, the iphone has worked well. It was a gift for my wife along with a series 10 apple watch. I didn't rate durability because she has been very careful not to drop it.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Desde que se adquirió ha realizado las funciones de manera adecuada, sin embargo aún no se puede determinar completamente su estado, ya que solo llevo 5 días con el equipo.",4
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Excelente producto.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Por el momento todo bien!.,4
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Excelente teléfono y con buen costo/beneficio. Aún en 2024 tiene por delante por lo menos un año o dos de actualizaciones.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Funcional….,4
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Muy buen producto.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"El celular viene nuevo, hasta el momento todo excelente, la batería dura mas que otros iphone que he tenido, aun sigue con 100% de batería ya llevo un mes y 3 días con el.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"El iphone está muy bien, hay algunas preguntas difíciles de responder con solo unos días de comprado.
Gracias.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Súper no me arrepiento de esta compra la mejor 🥰.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Excente producto.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Excelente!.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"La verdad no me arrepiento de comprarlo, a pesar de que siento que algunas veces la bateria no es suficiente, es un celular demasiado bueno que vale la pena probar.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Excelente.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Es lo que esperaba.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Todo perfecto.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Excelente producto. Recibido en las condiciones esperadas.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Asta el momento esta bueno exelente.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Muy bonito, excelente camara y muy rapido.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Excelente, me gusta como qudan las fotos, buena camara.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Muy bueno hasta el. Momento ha llenado las expectativas.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Me ha salido muy bueno, muy recomendado.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"El producto es tal como la descripción, todo perfecto.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Es una máquina que cumple perfectamente con todas las exigencias y requerimientos que se le hacen.,4
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Exelente muy buen equipo funciona todo.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Fantástico equipo, definitivamente es genial.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Excelente producto a muy buen precio.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Buen equipo, batería duradera.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Excelente producto. En perfecto estado.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Super !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,El producto de muy buena calidad. Cumple con los requisitos anotqdos.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Muy rapida y confiable, aunque me hubiese gustado mas comunicacion de parte de la tienada.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Producto original , compra confiable y muy eficiente.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Me encanta, cumple con todas mis expectativas. Es rápido, tiene una camara espectacular!!! cambié de android a apple y estoy fascinda.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Muy completo, tal cual la descripción. La cámara es un espectáculo.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,Claramente el producto es original hasta el momento funciona a la perfección.,5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"El producto es original, cumplia con la descripción.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Buen producto de acuerdo con lo que se pidió , y los tiempos establecidos.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"De las mejores versiones!! es muy rapido, la relación uso bateria es muy buena!.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"Todo en orden, muy buen producto.",5
Apple iPhone 11 (128 GB) - Negro $1754910.docx,"No fue claro al decir las caracteristicas del producto, nunca decia que era de segunda , y no decia que no tenia ni pantalla ni bateria original la verdad muy disgusto.",2
Apple iPhone 11 (128 GB) - Negro $1754910.docx,No es lo que uno necesita no es lo que uno.,1
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Excelente producto, completamente nuevo, en su caja debidamente sellada. Una excelente maquina.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"El iphone es totalmente nuevo!!! y esto es muy fácil de comprobar.
En la configuración del iphone te aparece toda la información si es nuevo o no, si ha sido abierto o alguna de sus partes reemplazadas.
Además, mi garantía directamente con apple de activo, tengo un año de garantía directamente con apple.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Estoy en shock. Tenía miedo pero de verdad es que todo está perfecto, batería 100%, el teléfono venía perfectamente sellado y es completamente nuevo. Además recibí mi factura junto con el. Muy agradecida con ustedes por su transparencia.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Tenía mis dudas de comprarlo por acá al principio, pero la verdad recibí el celular y todo estaba muy bien, el celular es original, nuevo y con garantía de apple. Me gustó bastante.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Es iphone y eso lo dice todo.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Producto original!!! en su caja completamente sellado y con la calidad de apple. Satisfecho hasta el momento.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Hasta el momento todo bien todo correcto yo que me alegro 😊.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Tenía mis dudas de comprar, pero el producto es original y nuevo. Lo único es que no avisan que es la versión china y no la americana, por lo demás 100% recomendado.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Muchas gracias, excelente estado, 👌 recomendado.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Excelente producto, muy feliz con mi compra!.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Exelente.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Muy buen equipo, original y nuevo.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Es mi primer producto de apple. Es excelente rendimiento y calidad de la camara. Por mejorar se calienta mucho en algunos momentos.,4
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Es original, garantía original, buen equipo. Detalle relativamente importante es que es original apple ensamblado en china, por lo que no cuenta con tecnología e-sim y un par de detalles que personalmente no me parecen importantes, de resto estoy contento con la compra.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Recibí el producto en el tiempo que estaba programado. El celular es completamente nuevo, la caja cuenta con los sellos de seguridad, el celular cuenta con el film protector y el serial (el que se ve en información del sistema) muestra que el celular es completamente nuevo. Recomiendo mucho la compra.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Excelente producto, estaba sellado y con la garantía original.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Excelente, una verdadera maquina.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"En general todo excelente, una excelente compra en un muy buen sitio.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Muy bien precio, es iphone original las características de ser diseñado para china son imperceptibles, muy buena opción a un precio adsequible.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Sellado, original, con garantía.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Muy buen celular.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Recibí lo que pedí, muy rápido y además estaban prestos a revisar cualquier inquietud al respecto.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Producto 100% nuevo en su estuche original.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Producto 100% original.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Excelente producto, sellado y después de abierto funcional. Original.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Producto excelente mejor imposible rápido compacto de la mejor calidad muy satisfecho.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Todo perfecto, recomendado.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Me daba vaina el par de comentarios que decía que no era nuevo, para nada, completamente nuevo. Recomendado.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Es un celular excelente, hasta el momento todo ha funcionado muy bien, recién comprado tuve algunos inconvenientes con la última actualización del ios pero en el soporte técnico me ayudaron y era un tema general no del dispositivo, 💯de 💯.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente. 2 semanas de uso y todo perfecto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Todo bien.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente nueva célula de iphone muchas gracias.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Original, nuevo, garantía directa con apple.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Iphone original, nuevo, bien empacado. Todo perfecto.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Todo nuevo.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Es original el iphone, y viene bien empacado. El único detalle fue que vino de un color diferente al que pedí. Pero el celular en sí está nuevo y ensamblado original por apple.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Equipo nuevo!! excelente máquina.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente 10/10. Nuevo.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Todo acorde a lo esperado , producto nuevo y sellado.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Buen modelo es este para la camara es fenomenal para redes sociales.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Excelente producto, mejor precio.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Muy lindo y excelente funcionalidad.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Se ajusta a lo esperado. Buen precio.,4
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente 😀.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Me encanta, el color, la puntualidad, nuevo, en perfectas condiciones.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente téléphone.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Genial!.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente 👌.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Muy bueno totalmente nuevo y con garantía apple.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Producto sellado y nuevo, excelente todo.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Todo perfecto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Todo original, en su empaque, nuevo, sellado, llevo varios meses usándolo y todo bien.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Excelente producto , ya llevo un año y está como nuevo !!!.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Un producto innovador, bueno costo beneficio.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Buen producto, excelente precio.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Nuevo, bien tratado, sellado, nada mas que decir todo correcto.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente artículo.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Es un iphone ensamblado en la india. Es original y 100% nuevo. Muy bueno hasta ahora. Muchas gracias!.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Tal como se esperaba, nuevo y con sus respectivos sellos de seguridad.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Perfecto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Muchas gracias.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Impecable, compren con los ojos cerrados.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"El producto es lo que promete, lo tengo hace 5 meses y me ha servido perfectamente, original y completamente nuevo.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Quede muy satisfecho, gracias.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,100% original apple. Me gustó el tamaño y el color.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,De momento excelente producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Originales, vienen sellados en su empaque original.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Muy buen producto, completamente nuevo.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"100% nuevo, me encantó.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Super bien todo.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Muchas gracias por el producto ya que es lo que necesitaba.,4
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Bien.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Al principio tenía cierta desconfianza por algunos comentarios pero luego de recibirlo pude comprobar su originalidad y calidar del producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Compra legítima, producto original, muy contento con el! es caso tal, fue comprado en china o es de china.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Excelente,calidad.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"La verdad estoy contenta con mi compra. Tenía miedo de comprarlo por dos comentarios que decían que no era original pero nada que ver.
Sí es un equipo original, vino completamente sellado, con su garantía, el beneficio de apple tv y demás y aparte lo comprobé en la misma página de apple.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Superfluido, cámara muy buena, muchas funciones.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente calidad.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Buen producto totalmente recomendado.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Me daba miedo comprarlo por este medio, pero no lo duden por un segundo, excelente producto.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Nuevo totalmente, tenia mis serias dudas pero no. Original original.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Compré la referencia rosada de 128 gb, venía sellado como nuevo, valide la garantía con el número de modelo en apple y tiene los 12 meses de garantía.
Viene con todo, manuales, cable de carga y batería al 100%.
Realmente me sorprendió, superó mis expectativas en relación al precio.
Definitivamente una buena compra.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Original 100%.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Superrecomendados.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Buen producto, lo que esperaba, nuevo totalmente ❤️‍🔥.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Todo muy bien.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Muy bello estoy muy satisfecha con el celular.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Muy buen celular, gran precio.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Equipo nuevo en perfectas condiciones. Batería al 100%. Muy satisfecho con la compra.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"El producto es 100% original, viene en su caja y en optimas condiciones, muy bueno.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente producto. Cumple 100% con lo esperado.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,El celular es completamente nuevo. Viene en su caja original y sellado. Hasta ahora satisfecho.,4
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,El volumen es claro y los colores de las fotos son optimas.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,10/10.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente máquina.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,De los mejores celulares que ha sacado apple.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Mi producto me pareció muy funcional, muy bonito y cumple con su función, mu hubiera gustado mas tiempo de garantía, pero es bonito el teléfono.",4
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Es un productor original , viene sellado y nuevo - recomendado.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Todo 10/10.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente equipo 👍.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Excelente calidad, igual a lo ofertado.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente todo.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Conforme a lo especificado. Por el momento no se ha presentado ningún inconveniente con el equipo.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Todo ok!.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Mi producto está bueno.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Muy buen producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Venia completamente sellado, y todo en perfecto estado.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"No es el último modelo pero por su precio lo tiene todo lo que un iphone tiene para disfrutar,.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente producto. 100% nuevo en caja con todo en perfecto estado.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Todo en orden!!!!.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Dos días de uso. Parece original por sus caracteristicas. Sobre todo por la batería que ya me duró un día y no se acaba.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Cumplen con lo prometido, producto nuevo, sellado y con garantía de apple por un año, por el momento todo marcha súper bien.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Nuevo y original, no lo piensen al comprarlo!.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Super confiable.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente producto.,4
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Es un teléfono muy completo, lo recibí totalmente sellado y 100% nuevo.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Buen producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Es una excelente compra, calidad en diseño y funcionalidad.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Super el producto, era lo que esperaba.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Una nota.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Exelente.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Hasta el momento todo bien la batería le dura la carga.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Todo correcto, hasta el momento sin contratiempos.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Tal cual mencionan en el anuncio.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Me siento conforme con el celular. Gracias.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Excelente producto, es lo que esperaba.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Está hermoso 😱.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Buen producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente era lo esperado.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Buen producto, hasta el momento todo ha funcionado perfecto.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente producto.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Buen equipo.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Hasta el momento ha salido muy bueno, sin problemas. Tal vez la pantalla más pequeña de lo que hubiera querido, pero en general, todo bien.",4
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Producto 10/10 sellado.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"No tengo ninguna queja, excelente iphone , nuevo y bonito.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Llega súper rápido, está severo ✌🏼✌🏼✌🏼✌🏼✌🏼✌🏼.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Excelente, en su caja sellado totalmente nuevo y el funcionamiento increíble.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Venia en canje sellado y en muy perfecto estado.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,👌🏾👌🏾👌🏾.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excellent service.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Recibí el producto sellado, completo, en calidad de nuevo, bateria al 100%; a gusto con mi compra.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Excelente producto recomendado.,5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Totalmente original, iphone es iphone aunque sea costoso, es significado de calidad y duración.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Excelente, producto nuevo y sellado.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Tiene una pantalla excelente, con una genial saturación y buen contraste. Los ángulos pueden mejorar un poco. La cámara es otro punto fuerte, así como el 5g.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,"Producto nuevo, muy bonito. Estoy muy feliz.",5
Apple iPhone 13 (128 GB) - Azul $2499900.docx,Producto totalmente nuevo y con un año de garantía de apple.,5
